player_name,season,team,matches,total_legal_balls,total_overs,total_runs_conceded,total_wickets,total_wides,total_no_balls,total_dot_balls,five_wicket_hauls,three_plus_wickets,best_bowling_wickets,total_pp_wickets,total_death_wickets,total_pp_runs_conceded,total_middle_runs_conceded,total_death_runs_conceded,season_economy,season_dot_pct,bowling_average,bowling_strike_rate
AN Ahmed,2013,Mumbai Indians,2,42,7.0,45,3,0,0,21,0,0,2,0,2,32,8,5,6.43,50.0,15.0,14.0
M Muralitharan,2013,Royal Challengers Bengaluru,6,138,23.0,192,3,2,1,42,0,0,1,0,1,32,115,45,8.35,29.79,64.0,46.0
CH Gayle,2013,Royal Challengers Bengaluru,4,24,4.0,41,3,1,0,10,0,0,2,0,3,0,8,33,10.25,40.0,13.67,8.0
MM Patel,2013,Mumbai Indians,4,90,15.0,138,3,1,0,32,0,1,3,1,2,65,20,53,9.2,35.16,46.0,30.0
AG Murtaza,2013,Pune Warriors,3,60,10.0,96,3,2,0,17,0,1,3,1,0,3,93,0,9.6,27.42,32.0,20.0
A Ashish Reddy,2013,Sunrisers Hyderabad,5,40,6.7,71,3,1,0,10,0,0,1,0,1,0,46,25,10.65,24.39,23.67,13.33
JJ Bumrah,2013,Mumbai Indians,2,42,7.0,74,3,1,2,16,0,1,3,1,0,37,24,13,10.57,35.56,24.67,14.0
R Dhawan,2013,Mumbai Indians,5,90,15.0,115,2,3,2,34,0,0,1,2,0,25,49,41,7.67,35.79,57.5,45.0
AM Nayar,2013,Pune Warriors,3,48,8.0,59,2,2,0,13,0,0,1,0,0,0,59,0,7.38,26.0,29.5,24.0
BAW Mendis,2013,Pune Warriors,3,72,12.0,78,2,0,0,29,0,0,1,2,0,26,45,7,6.5,40.28,39.0,36.0
VS Malik,2013,Rajasthan Royals,3,60,10.0,59,2,1,0,30,0,0,2,2,0,39,20,0,5.9,49.18,29.5,30.0
LJ Wright,2013,Pune Warriors,5,59,9.8,101,2,4,0,12,0,0,1,0,1,0,56,45,10.27,19.05,50.5,29.5
Anand Rajan,2013,Sunrisers Hyderabad,2,48,8.0,43,2,3,0,24,0,0,1,0,1,15,15,13,5.38,47.06,21.5,24.0
DR Smith,2013,Mumbai Indians,3,30,5.0,59,2,0,2,7,0,0,2,0,0,0,47,12,11.8,21.88,29.5,15.0
KW Richardson,2013,Pune Warriors,3,71,11.8,103,2,2,0,28,0,0,1,1,1,43,18,42,8.7,38.36,51.5,35.5
RJ Harris,2013,Punjab Kings,3,72,12.0,74,1,2,0,40,0,0,1,0,1,41,25,8,6.17,54.05,74.0,72.0
SW Tait,2013,Rajasthan Royals,3,60,10.0,103,1,10,0,23,0,0,1,0,0,58,20,25,10.3,32.86,103.0,60.0
Bipul Sharma,2013,Punjab Kings,1,24,4.0,21,1,0,0,11,0,0,1,1,0,2,19,0,5.25,45.83,21.0,24.0
YK Pathan,2013,Kolkata Knight Riders,5,54,9.0,74,1,1,0,14,0,0,1,0,0,28,29,17,8.22,25.45,74.0,54.0
SK Raina,2013,Chennai Super Kings,2,12,2.0,23,1,0,0,2,0,0,1,0,0,0,23,0,11.5,16.67,23.0,12.0
CL White,2013,Sunrisers Hyderabad,2,12,2.0,16,1,0,0,5,0,0,1,0,0,0,16,0,8.0,41.67,16.0,12.0
RV Gomez,2013,Pune Warriors,1,6,1.0,5,1,0,0,4,0,0,1,0,1,0,0,5,5.0,66.67,5.0,6.0
GH Vihari,2013,Sunrisers Hyderabad,5,36,6.0,39,1,1,0,17,0,0,1,1,0,34,5,0,6.5,45.95,39.0,36.0
AS Rajpoot,2013,Chennai Super Kings,2,24,4.0,37,1,1,0,8,0,0,1,1,0,37,0,0,9.25,32.0,37.0,24.0
LR Shukla,2013,Kolkata Knight Riders,2,18,3.0,22,1,0,0,7,0,0,1,0,0,0,22,0,7.33,38.89,22.0,18.0
BMAJ Mendis,2013,Delhi Capitals,2,30,5.0,36,1,0,0,11,0,0,1,0,0,0,36,0,7.2,36.67,36.0,30.0
S Ladda,2013,Kolkata Knight Riders,1,12,2.0,18,1,0,0,3,0,0,1,0,0,0,18,0,9.0,25.0,18.0,12.0
PV Tambe,2013,Rajasthan Royals,3,66,11.0,91,1,3,0,20,0,0,1,0,0,9,82,0,8.27,28.99,91.0,66.0
AJ Finch,2013,Pune Warriors,3,24,4.0,49,1,0,0,5,0,0,1,0,0,3,46,0,12.25,20.83,49.0,24.0
AA Chavan,2013,Rajasthan Royals,3,54,9.0,63,1,2,0,28,0,0,1,0,0,53,10,0,7.0,50.0,63.0,54.0
P Suyal,2013,Mumbai Indians,1,18,3.0,22,1,1,0,9,0,0,1,1,0,22,0,0,7.33,47.37,22.0,18.0
A Mithun,2013,Royal Challengers Bengaluru,1,24,4.0,37,1,1,0,9,0,0,1,0,1,16,6,15,9.25,36.0,37.0,24.0
Mohammed Shami,2013,Kolkata Knight Riders,3,54,9.0,79,1,3,0,21,0,0,1,0,1,33,38,8,8.78,36.84,79.0,54.0
MN Samuels,2013,Pune Warriors,1,24,4.0,34,1,1,0,8,0,0,1,0,0,15,4,15,8.5,32.0,34.0,24.0
AB McDonald,2013,Royal Challengers Bengaluru,1,12,2.0,17,1,0,0,4,0,0,1,0,0,0,17,0,8.5,33.33,17.0,12.0
R Sathish,2013,Punjab Kings,3,24,4.0,52,1,0,0,1,0,0,1,0,0,0,18,34,13.0,4.17,52.0,24.0
Harmeet Singh,2013,Rajasthan Royals,1,24,4.0,34,1,1,0,12,0,0,1,0,0,23,11,0,8.5,48.0,34.0,24.0
AC Gilchrist,2013,Punjab Kings,1,1,0.2,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0,100.0,0.0,1.0
TL Suman,2013,Pune Warriors,1,12,2.0,16,1,0,0,3,0,0,1,0,0,6,10,0,8.0,25.0,16.0,12.0
Parvez Rasool,2013,Pune Warriors,2,30,5.0,29,1,0,0,12,0,0,1,0,0,9,20,0,5.8,40.0,29.0,30.0
BA Bhatt,2013,Punjab Kings,2,30,5.0,32,1,1,0,12,0,0,1,0,0,9,23,0,6.4,38.71,32.0,30.0
NM Coulter-Nile,2013,Mumbai Indians,1,24,4.0,29,1,1,0,11,0,0,1,1,0,17,12,0,7.25,44.0,29.0,24.0
B Laughlin,2013,Chennai Super Kings,2,42,7.0,72,1,3,0,9,0,0,1,0,0,0,27,45,10.29,20.0,72.0,42.0
IC Pandey,2013,Pune Warriors,2,24,4.0,50,1,0,1,7,0,0,1,1,0,26,24,0,12.5,28.0,50.0,24.0
BJ Hodge,2013,Rajasthan Royals,1,6,1.0,3,0,0,0,3,0,0,0,0,0,3,0,0,3.0,50.0,,
TM Dilshan,2013,Royal Challengers Bengaluru,1,6,1.0,10,0,0,0,0,0,0,0,0,0,0,10,0,10.0,0.0,,
P Negi,2013,Delhi Capitals,1,24,4.0,28,0,2,0,3,0,0,0,0,0,0,21,7,7.0,11.54,,
YS Chahal,2013,Mumbai Indians,1,24,4.0,35,0,0,0,8,0,0,0,0,0,0,22,13,8.75,33.33,,
GB Hogg,2013,Rajasthan Royals,1,20,3.3,31,0,1,0,5,0,0,0,0,0,0,27,4,9.3,23.81,,
RG Sharma,2013,Mumbai Indians,2,8,1.3,6,0,1,0,3,0,0,0,0,0,1,5,0,4.5,33.33,,
S Badree,2013,Rajasthan Royals,1,24,4.0,35,0,1,0,7,0,0,0,0,0,27,8,0,8.75,28.0,,
AD Russell,2013,Delhi Capitals,3,42,7.0,68,0,2,0,10,0,0,0,0,0,9,41,18,9.71,22.73,,
JDP Oram,2013,Mumbai Indians,1,24,4.0,28,0,2,0,11,0,0,0,0,0,3,8,17,7.0,42.31,,
BJ Rohrer,2013,Delhi Capitals,1,6,1.0,12,0,1,0,1,0,0,0,0,0,0,12,0,12.0,14.29,,
DT Christian,2013,Royal Challengers Bengaluru,2,36,6.0,56,0,0,2,14,0,0,0,0,0,21,11,24,9.33,36.84,,
PJ Sangwan,2013,Kolkata Knight Riders,2,24,4.0,52,0,1,1,7,0,0,0,0,0,18,34,0,13.0,26.92,,
Ankit Sharma,2013,Sunrisers Hyderabad,1,12,2.0,17,0,0,0,5,0,0,0,0,0,10,7,0,8.5,41.67,,
V Sehwag,2013,Delhi Capitals,1,6,1.0,9,0,0,0,0,0,0,0,0,0,0,9,0,9.0,0.0,,
K Upadhyay,2013,Pune Warriors,2,30,5.0,48,0,2,0,10,0,0,0,0,0,42,6,0,9.6,31.25,,
MG Neser,2013,Punjab Kings,1,24,4.0,62,0,0,1,5,0,0,0,0,0,18,11,33,15.5,20.0,,
GJ Maxwell,2013,Mumbai Indians,2,12,2.0,24,0,0,0,2,0,0,0,0,0,0,18,6,12.0,16.67,,
RN ten Doeschate,2013,Kolkata Knight Riders,3,18,3.0,24,0,0,0,4,0,0,0,0,0,0,24,0,8.0,22.22,,
AD Mascarenhas,2013,Punjab Kings,1,24,4.0,25,0,0,0,7,0,0,0,0,0,13,12,0,6.25,29.17,,
DJ Hussey,2013,Punjab Kings,4,66,11.0,93,0,2,0,19,0,0,0,0,0,12,51,30,8.45,27.94,,
AB Agarkar,2013,Delhi Capitals,4,60,10.0,93,0,3,0,17,0,0,0,0,0,13,44,36,9.3,26.98,,
S Narwal,2013,Kolkata Knight Riders,1,12,2.0,17,0,2,0,6,0,0,0,0,0,17,0,0,8.5,42.86,,
MM Sharma,2014,Chennai Super Kings,16,323,53.8,457,26,1,0,118,1,4,5,6,16,166,76,215,8.49,36.42,17.58,12.42
SP Narine,2014,Kolkata Knight Riders,16,384,64.0,421,22,0,2,157,0,3,4,3,15,84,148,189,6.58,40.67,19.14,17.45
B Kumar,2014,Sunrisers Hyderabad,14,319,53.2,362,21,8,0,152,0,2,4,8,12,182,34,146,6.81,46.48,17.24,15.19
RA Jadeja,2014,Chennai Super Kings,16,326,54.3,446,20,6,0,102,0,3,4,2,5,1,340,105,8.21,30.72,22.3,16.3
Sandeep Sharma,2014,Punjab Kings,11,241,40.2,358,19,11,3,109,0,4,3,13,5,240,24,94,8.91,42.75,18.84,12.68
AR Patel,2014,Punjab Kings,17,396,66.0,424,19,7,0,157,0,1,3,0,7,58,252,114,6.42,38.96,22.32,20.84
MG Johnson,2014,Punjab Kings,14,321,53.5,450,17,13,6,135,0,0,2,6,11,247,48,155,8.41,39.71,26.47,18.88
MA Starc,2014,Royal Challengers Bengaluru,14,322,53.7,419,17,16,2,127,0,2,3,6,10,194,39,186,7.81,37.35,24.65,18.94
KV Sharma,2014,Sunrisers Hyderabad,14,304,50.7,393,17,3,0,114,1,3,5,3,1,75,298,20,7.76,37.13,23.12,17.88
SL Malinga,2014,Mumbai Indians,10,236,39.3,267,17,6,1,99,0,2,4,3,14,76,53,138,6.79,40.74,15.71,13.88
R Ashwin,2014,Chennai Super Kings,16,359,59.8,446,17,20,0,130,0,1,3,6,4,86,280,80,7.45,34.3,26.24,21.12
VR Aaron,2014,Royal Challengers Bengaluru,10,220,36.7,309,16,15,3,90,0,1,3,4,6,92,103,114,8.43,37.82,19.31,13.75
R Dhawan,2014,Punjab Kings,13,284,47.3,373,15,10,0,85,0,0,2,0,3,52,244,77,7.88,28.91,24.87,18.93
JP Faulkner,2014,Rajasthan Royals,13,258,43.0,438,15,12,2,72,0,1,3,5,9,145,99,194,10.19,26.47,29.2,17.2
PV Tambe,2014,Rajasthan Royals,13,294,49.0,365,15,10,0,89,0,2,4,0,3,49,266,50,7.45,29.28,24.33,19.6
Shakib Al Hasan,2014,Kolkata Knight Riders,13,300,50.0,339,15,7,0,113,0,1,3,3,3,81,201,57,6.78,36.81,22.6,20.0
PP Chawla,2014,Kolkata Knight Riders,11,237,39.5,304,14,1,0,79,0,2,3,0,6,10,231,63,7.7,33.19,21.71,16.93
Harbhajan Singh,2014,Mumbai Indians,14,330,55.0,365,14,6,0,138,0,0,2,2,2,49,269,47,6.64,41.07,26.07,23.57
R Bhatia,2014,Rajasthan Royals,12,228,38.0,287,13,4,0,56,0,2,3,0,0,0,266,21,7.55,24.14,22.08,17.54
M Morkel,2014,Kolkata Knight Riders,12,288,48.0,376,13,15,2,148,0,0,2,7,4,229,81,66,7.83,48.52,28.92,22.15
UT Yadav,2014,Kolkata Knight Riders,12,270,45.0,381,12,10,3,95,0,2,4,5,5,132,110,139,8.47,33.57,31.75,22.5
Karanveer Singh,2014,Punjab Kings,5,120,20.0,164,12,6,0,42,0,2,4,0,4,0,126,38,8.2,33.33,13.67,10.0
DW Steyn,2014,Sunrisers Hyderabad,14,336,56.0,441,12,6,0,145,0,0,2,5,7,179,102,160,7.88,42.4,36.75,28.0
L Balaji,2014,Punjab Kings,9,204,34.0,305,12,6,1,72,0,1,4,4,6,73,82,150,8.97,34.12,25.42,17.0
YS Chahal,2014,Royal Challengers Bengaluru,14,330,55.0,389,12,3,0,115,0,0,2,0,1,10,355,24,7.07,34.53,32.42,27.5
Imran Tahir,2014,Delhi Capitals,6,125,20.8,176,11,6,0,38,0,2,4,0,6,7,128,41,8.45,29.01,16.0,11.36
JD Unadkat,2014,Delhi Capitals,9,187,31.2,278,10,2,0,59,0,2,3,2,4,66,71,141,8.92,31.22,27.8,18.7
KW Richardson,2014,Rajasthan Royals,7,162,27.0,209,10,5,0,62,0,0,2,4,5,75,18,116,7.74,37.13,20.9,16.2
Mohammed Shami,2014,Delhi Capitals,12,264,44.0,381,10,16,1,102,0,0,2,4,3,215,49,117,8.66,36.3,38.1,26.4
R Vinay Kumar,2014,Kolkata Knight Riders,9,192,32.0,294,10,2,0,56,0,1,3,2,7,81,104,109,9.19,28.87,29.4,19.2
P Awana,2014,Punjab Kings,7,141,23.5,248,9,4,1,48,0,0,2,3,3,137,56,55,10.55,32.88,27.56,15.67
BW Hilfenhaus,2014,Chennai Super Kings,8,168,28.0,255,9,6,1,70,0,0,2,5,2,112,31,112,9.11,40.0,28.33,18.67
S Nadeem,2014,Delhi Capitals,11,228,38.0,314,9,6,1,66,0,0,2,1,2,66,187,61,8.26,28.09,34.89,25.33
A Mishra,2014,Sunrisers Hyderabad,10,225,37.5,342,8,3,2,66,0,0,2,0,3,0,255,87,9.12,28.7,42.75,28.13
A Nehra,2014,Chennai Super Kings,4,90,15.0,143,8,3,0,30,0,1,3,2,6,66,20,57,9.53,32.26,17.88,11.25
WD Parnell,2014,Delhi Capitals,8,181,30.2,235,7,8,1,82,0,0,2,2,4,122,31,82,7.79,43.16,33.57,25.86
IC Pandey,2014,Chennai Super Kings,12,252,42.0,331,7,2,1,112,0,0,2,3,1,176,113,42,7.88,43.92,47.29,36.0
SR Watson,2014,Rajasthan Royals,9,126,21.0,169,7,5,3,57,0,2,3,2,2,85,38,46,8.05,42.54,24.14,18.0
JJ Bumrah,2014,Mumbai Indians,11,238,39.7,307,6,7,1,92,0,1,3,0,3,105,74,128,7.74,37.4,51.17,39.67
DS Kulkarni,2014,Rajasthan Royals,8,162,27.0,226,6,11,0,70,0,0,2,4,1,91,48,87,8.37,40.46,37.67,27.0
IK Pathan,2014,Sunrisers Hyderabad,10,142,23.7,209,6,2,0,41,0,0,2,0,5,32,114,63,8.83,28.47,34.83,23.67
Yuvraj Singh,2014,Royal Challengers Bengaluru,10,136,22.7,191,6,4,0,33,0,1,4,0,0,0,139,52,8.43,23.57,31.83,22.67
S Gopal,2014,Mumbai Indians,4,84,14.0,113,6,1,0,30,0,0,2,1,1,4,102,7,8.07,35.29,18.83,14.0
Z Khan,2014,Mumbai Indians,6,134,22.3,156,6,4,0,56,0,0,2,5,1,84,25,47,6.99,40.58,26.0,22.33
AB Dinda,2014,Royal Challengers Bengaluru,9,186,31.0,271,5,7,2,64,0,0,1,3,1,72,85,114,8.74,32.82,54.2,37.2
PP Ojha,2014,Mumbai Indians,12,276,46.0,385,5,6,0,100,0,0,2,2,0,102,230,53,8.37,35.46,77.0,55.2
M Muralitharan,2014,Royal Challengers Bengaluru,5,96,16.0,125,4,3,0,36,0,0,2,1,0,43,82,0,7.81,36.36,31.25,24.0
STR Binny,2014,Rajasthan Royals,8,54,9.0,65,4,0,0,18,0,0,2,2,0,17,37,11,7.22,33.33,16.25,13.5
JH Kallis,2014,Kolkata Knight Riders,8,132,22.0,193,4,2,0,39,0,0,1,1,0,32,146,15,8.77,29.1,48.25,33.0
CJ Anderson,2014,Mumbai Indians,9,108,18.0,188,4,6,0,35,0,0,2,1,2,93,54,41,10.44,30.7,47.0,27.0
P Kumar,2014,Mumbai Indians,3,72,12.0,81,4,1,0,33,0,0,2,2,2,47,14,20,6.75,45.21,20.25,18.0
MC Henriques,2014,Sunrisers Hyderabad,4,60,10.0,96,4,3,0,20,0,0,2,0,3,51,31,14,9.6,31.75,24.0,15.0
KK Cooper,2014,Rajasthan Royals,5,108,18.0,146,4,1,1,34,0,0,2,2,1,33,55,58,8.11,30.91,36.5,27.0
HV Patel,2014,Royal Challengers Bengaluru,3,66,11.0,118,4,5,0,22,0,0,2,2,2,44,18,56,10.73,30.99,29.5,16.5
Ankit Sharma,2014,Rajasthan Royals,2,48,8.0,44,4,0,0,22,0,0,2,2,0,27,17,0,5.5,45.83,11.0,12.0
BE Hendricks,2014,Punjab Kings,3,72,12.0,127,4,3,0,25,0,1,3,0,4,55,18,54,10.58,33.33,31.75,18.0
DR Smith,2014,Chennai Super Kings,5,60,10.0,99,4,2,0,15,0,0,1,0,2,0,63,36,9.9,24.19,24.75,15.0
JA Morkel,2014,Royal Challengers Bengaluru,6,96,16.0,127,4,4,1,40,0,0,1,3,0,108,19,0,7.94,39.6,31.75,24.0
I Sharma,2014,Sunrisers Hyderabad,3,66,11.0,101,3,2,0,26,0,0,2,0,1,25,72,4,9.18,38.24,33.67,22.0
R Shukla,2014,Delhi Capitals,3,54,9.0,105,3,1,3,18,0,0,1,2,1,33,7,65,11.67,31.03,35.0,18.0
Shivam Sharma,2014,Punjab Kings,4,96,16.0,121,3,0,0,34,0,0,2,0,0,0,95,26,7.56,35.42,40.33,32.0
K Santokie,2014,Mumbai Indians,2,48,8.0,91,3,3,0,15,0,0,2,1,1,31,5,55,11.38,29.41,30.33,16.0
DJG Sammy,2014,Sunrisers Hyderabad,8,84,14.0,159,3,3,1,20,0,0,1,1,0,15,83,61,11.36,22.73,53.0,28.0
KA Pollard,2014,Mumbai Indians,12,150,25.0,265,3,8,2,33,0,0,1,0,2,11,144,110,10.6,20.63,88.33,50.0
JP Duminy,2014,Delhi Capitals,11,198,33.0,242,3,6,0,60,0,0,2,0,0,42,175,25,7.33,29.41,80.67,66.0
AN Ahmed,2014,Royal Challengers Bengaluru,4,86,14.3,120,3,1,2,25,0,0,1,0,2,27,26,67,8.37,28.09,40.0,28.67
R Tewatia,2014,Rajasthan Royals,3,54,9.0,59,3,1,0,21,0,0,2,0,0,0,59,0,6.56,38.18,19.67,18.0
BCJ Cutting,2014,Rajasthan Royals,1,24,4.0,31,2,0,0,9,0,0,2,0,0,17,14,0,7.75,37.5,15.5,12.0
AD Russell,2014,Kolkata Knight Riders,2,30,5.0,54,2,0,1,6,0,0,1,0,0,0,28,26,10.8,19.35,27.0,15.0
NM Coulter-Nile,2014,Delhi Capitals,1,24,4.0,27,2,1,1,12,0,0,2,1,1,3,0,24,6.75,46.15,13.5,12.0
M de Lange,2014,Mumbai Indians,1,24,4.0,33,2,1,1,7,0,0,2,0,1,14,12,7,8.25,26.92,16.5,12.0
R Rampaul,2014,Royal Challengers Bengaluru,2,36,6.0,37,2,1,0,18,0,0,1,2,0,31,6,0,6.17,48.65,18.5,18.0
S Kaul,2014,Delhi Capitals,5,78,13.0,136,2,4,0,24,0,0,1,1,0,64,53,19,10.46,29.27,68.0,39.0
S Badree,2014,Chennai Super Kings,4,84,14.0,103,2,3,0,40,0,0,1,1,0,58,45,0,7.36,45.98,51.5,42.0
DJ Hussey,2014,Chennai Super Kings,1,17,2.8,38,2,1,0,5,0,0,2,0,2,0,0,38,13.41,27.78,19.0,8.5
PJ Cummins,2014,Kolkata Knight Riders,1,24,4.0,29,2,0,0,12,0,0,2,1,1,16,9,4,7.25,50.0,14.5,12.0
M Kartik,2014,Punjab Kings,2,48,8.0,91,2,1,0,10,0,0,1,0,0,13,70,8,11.38,20.41,45.5,24.0
LR Shukla,2014,Delhi Capitals,5,56,9.3,88,1,2,0,22,0,0,1,0,0,19,69,0,9.43,37.93,88.0,56.0
GJ Maxwell,2014,Punjab Kings,7,66,11.0,133,1,4,0,14,0,0,1,0,0,20,113,0,12.09,20.0,133.0,66.0
RG Sharma,2014,Mumbai Indians,2,18,3.0,26,1,0,0,4,0,0,1,0,0,0,26,0,8.67,22.22,26.0,18.0
P Negi,2014,Chennai Super Kings,2,42,7.0,76,1,1,0,8,0,0,1,0,1,0,68,8,10.86,18.6,76.0,42.0
SK Raina,2014,Chennai Super Kings,8,108,18.0,135,1,1,0,34,0,0,1,0,1,0,109,26,7.5,31.19,135.0,108.0
P Suyal,2014,Mumbai Indians,1,18,3.0,35,1,3,0,8,0,0,1,0,0,34,1,0,11.67,38.1,35.0,18.0
VS Malik,2014,Rajasthan Royals,1,18,3.0,29,1,1,0,7,0,0,1,0,0,24,5,0,9.67,36.84,29.0,18.0
JW Hastings,2014,Chennai Super Kings,1,18,3.0,29,1,0,1,9,0,0,1,0,0,26,3,0,9.67,47.37,29.0,18.0
R Sharma,2014,Delhi Capitals,2,36,6.0,65,1,0,0,9,0,0,1,0,0,0,65,0,10.83,25.0,65.0,36.0
Parvez Rasool,2014,Sunrisers Hyderabad,3,54,9.0,83,1,2,0,14,0,0,1,0,0,24,59,0,9.22,25.0,83.0,54.0
JDS Neesham,2014,Delhi Capitals,4,54,9.0,96,1,3,0,14,0,0,1,0,0,18,78,0,10.67,24.56,96.0,54.0
RN ten Doeschate,2014,Kolkata Knight Riders,4,30,5.0,35,1,0,0,13,0,0,1,0,0,0,35,0,7.0,43.33,35.0,30.0
JO Holder,2014,Sunrisers Hyderabad,1,18,3.0,35,1,0,2,6,0,0,1,1,0,17,18,0,11.67,30.0,35.0,18.0
LMP Simmons,2014,Mumbai Indians,1,18,3.0,34,1,0,0,2,0,0,1,0,1,0,10,24,11.33,11.11,34.0,18.0
YK Pathan,2014,Kolkata Knight Riders,1,6,1.0,10,0,0,0,1,0,0,0,0,0,0,10,0,10.0,16.67,,
SB Jakati,2014,Royal Challengers Bengaluru,1,22,3.7,41,0,0,0,4,0,0,0,0,0,20,4,17,11.18,18.18,,
Iqbal Abdulla,2014,Rajasthan Royals,1,12,2.0,18,0,0,0,2,0,0,0,0,0,9,9,0,9.0,16.67,,
TG Southee,2014,Rajasthan Royals,3,60,10.0,78,0,3,0,25,0,0,0,0,0,39,12,27,7.8,39.68,,
Y Venugopal Rao,2014,Sunrisers Hyderabad,2,12,2.0,16,0,0,0,3,0,0,0,0,0,9,7,0,8.0,25.0,,
SA Yadav,2014,Kolkata Knight Riders,1,6,1.0,8,0,0,0,2,0,0,0,0,0,8,0,0,8.0,33.33,,
V Shankar,2014,Chennai Super Kings,1,6,1.0,19,0,0,0,1,0,0,0,0,0,0,19,0,19.0,16.67,,
MK Tiwary,2014,Delhi Capitals,1,12,2.0,28,0,0,0,3,0,0,0,0,0,0,11,17,14.0,25.0,,
S Rana,2014,Royal Challengers Bengaluru,2,12,2.0,16,0,0,0,3,0,0,0,0,0,0,16,0,8.0,25.0,,
M Vijay,2014,Delhi Capitals,1,6,1.0,13,0,0,0,2,0,0,0,0,0,0,13,0,13.0,33.33,,
DJ Bravo,2015,Chennai Super Kings,16,314,52.3,442,28,9,1,88,0,4,3,0,24,0,139,303,8.45,27.16,15.79,11.21
SL Malinga,2015,Mumbai Indians,15,360,60.0,453,26,14,4,140,0,3,4,6,17,146,89,218,7.55,37.04,17.42,13.85
A Nehra,2015,Chennai Super Kings,16,372,62.0,453,25,12,1,170,0,5,4,12,11,297,46,110,7.31,44.16,18.12,14.88
YS Chahal,2015,Royal Challengers Bengaluru,14,281,46.8,416,24,2,0,90,0,2,3,3,6,80,237,99,8.88,31.8,17.33,11.71
MA Starc,2015,Royal Challengers Bengaluru,12,258,43.0,306,22,13,1,105,0,4,4,3,12,158,69,79,7.12,38.6,13.91,11.73
HV Patel,2015,Royal Challengers Bengaluru,14,263,43.8,339,19,9,0,103,0,0,2,5,6,124,143,72,7.73,37.87,17.84,13.84
Harbhajan Singh,2015,Mumbai Indians,15,342,57.0,448,19,7,0,117,0,1,3,4,0,76,372,0,7.86,33.52,23.58,18.0
B Kumar,2015,Sunrisers Hyderabad,14,310,51.7,419,19,13,0,126,0,2,3,6,12,208,23,188,8.11,39.01,22.05,16.32
MJ McClenaghan,2015,Mumbai Indians,12,282,47.0,395,18,21,2,118,0,4,3,5,9,197,73,125,8.4,38.69,21.94,15.67
D Wiese,2015,Royal Challengers Bengaluru,13,254,42.3,360,17,8,0,73,0,2,4,6,8,64,200,96,8.5,27.86,21.18,14.94
NM Coulter-Nile,2015,Delhi Capitals,11,255,42.5,331,16,8,1,117,0,2,4,6,7,158,63,110,7.79,44.32,20.69,15.94
Anureet Singh,2015,Punjab Kings,14,310,51.7,477,16,7,5,105,0,2,3,6,9,146,112,219,9.23,32.61,29.81,19.38
Imran Tahir,2015,Delhi Capitals,10,213,35.5,315,15,7,0,64,0,3,4,0,13,8,150,157,8.87,29.09,21.0,14.2
MM Sharma,2015,Chennai Super Kings,16,342,57.0,482,15,6,2,121,0,1,3,5,7,243,114,125,8.46,34.57,32.13,22.8
AR Patel,2015,Punjab Kings,14,280,46.7,399,14,9,0,83,0,0,2,1,5,22,255,122,8.55,28.72,28.5,20.0
AD Russell,2015,Kolkata Knight Riders,13,244,40.7,332,14,9,1,94,0,1,3,1,6,57,187,88,8.16,37.01,23.71,17.43
CH Morris,2015,Rajasthan Royals,11,252,42.0,321,13,11,0,113,0,2,4,3,7,126,32,163,7.64,42.97,24.69,19.38
Sandeep Sharma,2015,Punjab Kings,14,300,50.0,359,13,10,1,142,0,1,4,7,3,254,36,69,7.18,45.66,27.62,23.08
DS Kulkarni,2015,Rajasthan Royals,11,210,35.0,290,13,10,1,95,0,0,2,6,3,159,91,40,8.29,42.99,22.31,16.15
PP Chawla,2015,Kolkata Knight Riders,13,210,35.0,275,12,2,0,65,0,1,4,2,1,25,229,21,7.86,30.66,22.92,17.5
M Morkel,2015,Kolkata Knight Riders,7,168,28.0,212,12,5,1,76,0,1,3,6,4,133,33,46,7.57,43.68,17.67,14.0
RA Jadeja,2015,Chennai Super Kings,15,256,42.7,334,12,2,0,84,0,2,4,0,1,14,247,73,7.83,32.56,27.83,21.33
UT Yadav,2015,Kolkata Knight Riders,12,252,42.0,387,12,12,2,92,0,2,3,4,7,167,67,153,9.21,34.59,32.25,21.0
MC Henriques,2015,Sunrisers Hyderabad,9,150,25.0,164,11,7,0,57,0,1,3,4,0,29,115,20,6.56,36.31,14.91,13.64
IC Pandey,2015,Chennai Super Kings,10,186,31.0,228,11,3,0,93,0,0,2,8,1,110,93,25,7.35,49.21,20.73,16.91
KV Sharma,2015,Sunrisers Hyderabad,14,239,39.8,338,11,0,0,65,0,0,2,0,0,27,291,20,8.49,27.2,30.73,21.73
GB Hogg,2015,Kolkata Knight Riders,6,126,21.0,148,10,1,0,50,0,1,4,4,3,31,73,44,7.05,39.37,14.8,12.6
TA Boult,2015,Sunrisers Hyderabad,7,168,28.0,239,10,13,0,71,0,2,3,1,8,119,43,77,8.54,39.23,23.9,16.8
J Suchith,2015,Mumbai Indians,12,234,39.0,338,10,5,0,70,0,0,2,1,0,69,259,10,8.67,29.29,33.8,23.4
S Aravind,2015,Royal Challengers Bengaluru,5,108,18.0,132,10,2,0,47,0,2,4,6,0,82,50,0,7.33,42.73,13.2,10.8
R Ashwin,2015,Chennai Super Kings,13,234,39.0,229,10,5,1,114,0,0,2,1,1,65,155,9,5.87,47.5,22.9,23.4
